100,45.406,49.1453,-1.60256,37.3932,1.60256,44.2308,18.6966,-117.094,-14.9573,-26.0684,-10.6838,-62.3932,-10.6838,-25.2137,-27.7778,
45.406,100,1.60256,37.3932,-1.60256,49.1453,18.6966,44.2308,-27.7778,-25.2137,-10.6838,-62.3932,-10.6838,-26.0684,-14.9573,-117.094,
49.1453,1.60256,100,-45.406,44.2308,-18.6966,37.3932,-1.60256,-117.094,14.9573,-25.2137,27.7778,-62.3932,10.6838,-26.0684,10.6838,
-1.60256,37.3932,-45.406,100,-18.6966,44.2308,1.60256,49.1453,27.7778,-25.2137,14.9573,-117.094,10.6838,-26.0684,10.6838,-62.3932,
37.3932,-1.60256,44.2308,-18.6966,100,-45.406,49.1453,1.60256,-62.3932,10.6838,-26.0684,10.6838,-117.094,14.9573,-25.2137,27.7778,
1.60256,49.1453,-18.6966,44.2308,-45.406,100,-1.60256,37.3932,10.6838,-26.0684,10.6838,-62.3932,27.7778,-25.2137,14.9573,-117.094,
44.2308,18.6966,37.3932,1.60256,49.1453,-1.60256,100,45.406,-62.3932,-10.6838,-25.2137,-27.7778,-117.094,-14.9573,-26.0684,-10.6838,
18.6966,44.2308,-1.60256,49.1453,1.60256,37.3932,45.406,100,-10.6838,-26.0684,-14.9573,-117.094,-27.7778,-25.2137,-10.6838,-62.3932,
-117.094,-27.7778,-117.094,27.7778,-62.3932,10.6838,-62.3932,-10.6838,259.829,-1.42109e-14,2.22045e-16,-42.735,99.1453,-3.10862e-15,-2.44249e-15,42.735,
-14.9573,-25.2137,14.9573,-25.2137,10.6838,-26.0684,-10.6838,-26.0684,-1.39888e-14,140.171,-42.735,3.55271e-15,-3.55271e-15,-37.6068,42.735,-1.88738e-14,
-26.0684,-10.6838,-25.2137,14.9573,-26.0684,10.6838,-25.2137,-14.9573,-1.77636e-15,-42.735,140.171,1.42109e-14,8.88178e-15,42.735,-37.6068,2.22045e-15,
-10.6838,-62.3932,27.7778,-117.094,10.6838,-62.3932,-27.7778,-117.094,-42.735,3.55271e-15,1.06581e-14,259.829,42.735,-8.88178e-15,2.66454e-15,99.1453,
-62.3932,-10.6838,-62.3932,10.6838,-117.094,27.7778,-117.094,-27.7778,99.1453,-1.77636e-15,8.88178e-15,42.735,259.829,-1.06581e-14,-1.06581e-14,-42.735,
-10.6838,-26.0684,10.6838,-26.0684,14.9573,-25.2137,-14.9573,-25.2137,-3.10862e-15,-37.6068,42.735,-8.88178e-15,-8.88178e-15,140.171,-42.735,-3.33067e-15,
-25.2137,-14.9573,-26.0684,10.6838,-25.2137,14.9573,-26.0684,-10.6838,-2.44249e-15,42.735,-37.6068,1.77636e-15,-1.42109e-14,-42.735,140.171,8.43769e-15,
-27.7778,-117.094,10.6838,-62.3932,27.7778,-117.094,-10.6838,-62.3932,42.735,-1.88738e-14,3.10862e-15,99.1453,-42.735,-3.33067e-15,8.21565e-15,259.829,

